# Program:featureCounts v2.0.6; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-a" "data/afum_ann.gff" "-o" "feature_counts/control_3/control_3_counts.txt" "star_align/control_3/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star_align/control_3/Aligned.sortedByCoord.out.bam
Afu1g03840	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1115005;1115663;1116535;1116720;1116942	1115345;1116168;1116645;1116847;1117196	+;+;+;+;+	1341	1432
Afu3g04300	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1227975;1228278;1229676	1228209;1229619;1232390	-;-;-	4292	1072
Afu1g04575	Chr1_A_fumigatus_Af293	1296944	1297855	+	912	6521
Afu6g08990	Chr6_A_fumigatus_Af293	2136673	2137476	-	804	260
Afu3g04260	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1208615;1208985;1209109;1209271;1209462	1208826;1209030;1209212;1209384;1210403	+;+;+;+;+	1418	537
Afu5g06770	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1666632;1666902;1666984;1667049;1667126;1667505;1667670;1667879;1667990;1668212	1666843;1666930;1666998;1667073;1667444;1667614;1667815;1667936;1668154;1668558	+;+;+;+;+;+;+;+;+;+	1426	705
Afu1g11535	Chr1_A_fumigatus_Af293	3045972	3046283	-	312	130
Afu1g17545	Chr1_A_fumigatus_Af293	4802921	4803036	+	116	1
AfuMt00050	mito_A_fumigatus_Af293	8079	8729	+	651	0
Afu6g10900	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2688596;2690419	2690348;2691336	-;-	2671	536
Afu1g16990	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4638336;4638580	4638528;4639505	-;-	1119	162
Afu5g01970	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	503797;503888;504046;504194;504938;505166	503811;503923;504123;504881;505108;505194	+;+;+;+;+;+	1017	72922
Afu2g04620	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1258486;1259110;1260272;1260532	1259051;1260215;1260467;1261118	-;-;-;-	2455	4939
Afu4tI(AAU)3	Chr4_A_fumigatus_Af293	1820476	1820549	-	74	2
Afu4g14085	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3684514;3684823;3685344	3684745;3685171;3685676	+;+;+	914	234
Afu4g01530	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	402807;402925;403537;403762;403975;404171	402857;403480;403693;403917;404114;404743	+;+;+;+;+;+	1633	3
Afu2g02120	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	529212;529425;530168;530509;530889;531279;531426;531564	529372;530101;530457;530751;531208;531357;531470;531842	-;-;-;-;-;-;-;-	2094	1133
Afu5g08510	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2161183;2161388;2162066;2162217;2162683;2162935	2161326;2162010;2162159;2162590;2162844;2163368	-;-;-;-;-;-	1831	574
Afu2g17910	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4759879;4760093;4760289	4760018;4760237;4760453	+;+;+	450	2
Afu2g05630	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1569298;1570682;1571336;1572143;1572318	1570338;1571162;1571991;1572202;1573439	+;+;+;+;+	3360	3909
Afu5g14710	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3802659;3803797	3803729;3804069	+;+	1344	53
Afu4g00860	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	239218;239528;239672	239470;239623;240346	+;+;+	1024	37
Afu5g03700	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	988978;989126;989919	989068;989849;989967	-;-;-	864	995
Afu1g07180	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2035873;2036381;2037045	2036299;2036975;2037255	-;-;-	1233	611
Afu5g01020	Chr5_A_fumigatus_Af293	263220	264401	+	1182	242
Afu2g01210	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	284102;284578;284807;285361;285655;285927	284511;284740;285304;285598;285855;286379	+;+;+;+;+;+	1963	1657
Afu4g13700	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3585940;3586647;3586972;3587604;3588329	3586574;3586911;3587547;3588273;3588834	+;+;+;+;+	2652	3274
Afu4g00350	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	94739;94930	94897;95754	-;-	984	132
Afu3g06010	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1475683;1476865	1476788;1477945	+;+	2187	2329
Afu4g09050	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2349555;2349753;2352498	2349718;2352381;2352626	-;-;-	2922	484
Afu5g06360	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1530676;1530885;1531049;1531647	1530813;1530970;1531540;1531695	-;-;-;-	765	14568
Afu1g11840	Chr1_A_fumigatus_Af293	3116574	3116744	-	171	8
Afu5g06350	Chr5_A_fumigatus_Af293	1529226	1529912	-	687	40
Afu5g12350	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3204023;3204683;3205118;3205443	3204630;3205016;3205363;3205472	-;-;-;-	1218	2117
Afu2g08080	Chr2_A_fumigatus_Af293	2094879	2097599	+	2721	5507
Afu6g12240	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3075736;3075828	3075782;3077061	-;-	1281	441
Afu4g08750	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2271781;2271962	2271888;2272394	-;-	541	132
Afu2g13300	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3435389;3436916	3436823;3437238	-;-	1758	83
Afu6g13850	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3535620;3537007;3537417	3536949;3537363;3540158	-;-;-	4429	355
Afu1g13260	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3532157;3532366;3532837;3533044;3533344	3532285;3532747;3532972;3533282;3533452	+;+;+;+;+	995	1094
Afu5g14880	Chr5_A_fumigatus_Af293	3847948	3849477	-	1530	1130
Afu7g03840	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	851027;851438;852926;854010	851380;852856;853937;856193	+;+;+;+	4969	4567
Afu3g11500	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3016426;3020840;3020936;3021627	3020421;3020884;3021569;3021935	-;-;-;-	4984	660
Afu2g16130	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4269178;4269982	4269920;4270081	-;-	843	62
Afu6g12030	Chr6_A_fumigatus_Af293	3009125	3009823	-	699	5
Afu5g13380	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3521064;3521195;3521331;3521664;3522344;3522667;3522793	3521138;3521256;3521607;3522295;3522620;3522747;3524202	+;+;+;+;+;+;+	2814	408
Afu7g06690	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1628973;1629666;1629839;1630171;1630291;1630381;1630681;1630973;1631310	1629618;1629790;1630118;1630242;1630329;1630631;1630909;1631229;1631359	+;+;+;+;+;+;+;+;+	1949	142
Afu8g06075	Chr8_A_fumigatus_Af293	1445597	1445712	+	116	0
Afu5g00470	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	132072;132450;132791;133726;133871	132377;132729;133668;133813;133983	+;+;+;+;+	1665	0
Afu1g07210	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2046773;2046905	2046781;2047306	+;+	411	468
Afu3g06730	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1669791;1670321;1670443;1670538;1671026;1671167;1671284;1671589;1671753;1671964	1670271;1670385;1670488;1670968;1671116;1671222;1671533;1671685;1671879;1672116	+;+;+;+;+;+;+;+;+;+	1797	2217
Afu3g13080	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3469029;3469521;3470071;3470353	3469462;3470015;3470229;3471025	-;-;-;-	1761	2241
Afu4g00230	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	64101;64476;65000	64412;64951;65225	-;-;-	1014	274
Afu3g14050	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3735433;3736193	3736111;3739490	+;+	3977	634
Afu6g04120	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	930498;930834;930978;931195;931325	930778;930919;931142;931269;931569	+;+;+;+;+	852	446
Afu6g12720	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3211177;3211366;3211491;3211634;3211723	3211247;3211426;3211533;3211657;3211760	-;-;-;-;-	237	5038
Afu1g16800	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4582633;4583244;4583677;4584874;4585585	4583187;4583341;4584820;4585528;4586153	+;+;+;+;+	3021	925
Afu4g11100	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2897086;2898261	2898196;2898731	-;-	1582	429
Afu3g03710	Chr3_A_fumigatus_Af293	1007336	1008602	-	1267	9
Afu2g11860	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3062467;3063266	3063188;3063687	+;+	1144	848
Afu1g12930	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3422056;3423180;3423475;3423668;3423853;3424278;3425145;3425308	3423110;3423418;3423604;3423796;3424198;3425083;3425251;3425907	-;-;-;-;-;-;-;-	3412	1147
Afu3tI(AAU)2	Chr3_A_fumigatus_Af293	2793260	2793333	+	74	1
Afu3tM(CAU)3	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2210063;2210135	2210100;2210170	+;+	74	0
Afu4g03690	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1036545;1036804;1037298;1037821	1036729;1037224;1037770;1038444	-;-;-;-	1703	28
Afu2g13180	Chr2_A_fumigatus_Af293	3392604	3393130	+	527	14
Afu7g04640	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1066606;1067838;1069347	1067783;1069201;1069895	-;-;-	3091	1116
Afu3g08620	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2208712;2209021;2209457;2209734	2208951;2209408;2209678;2210488	+;+;+;+	1605	1484
Afu4g00440	Chr4_A_fumigatus_Af293	113685	115352	-	1668	97
Afu1g06850	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1951490;1953079	1953039;1953715	-;-	2187	358
Afu3g09580	Chr3_A_fumigatus_Af293	2436896	2437720	-	825	246
Afu3g09820	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2513945;2514546;2514775;2515405;2517482	2514368;2514687;2515228;2517421;2518377	+;+;+;+;+	3933	1344
Afu4g03990	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1124396;1124515	1124461;1125708	+;+	1260	728
Afu4g13020	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	3410687;3412220;3412978	3412162;3412924;3413548	+;+;+	2752	844
Afu3g14140	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3757676;3757988;3758258;3758401;3758525;3758619;3759049;3759238	3757922;3758208;3758354;3758476;3758569;3758987;3759179;3759329	-;-;-;-;-;-;-;-	1278	681
Afu6g09080	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2156953;2157118;2157327	2157039;2157269;2158398	+;+;+	1311	511
Afu5g12690	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	3298674;3299118;3299578;3300143;3300850	3298969;3299468;3300085;3300771;3301659	+;+;+;+;+	2594	609
Afu8g02230	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	579643;579948;580169	579886;580119;580406	+;+;+	654	1
Afu2g05270	Chr2_A_fumigatus_Af293	1467280	1468332	-	1053	24
Afu6g13540	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3446636;3446969;3447580	3446900;3447526;3448945	+;+;+	2189	5048
Afu7g08237	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1825449;1826873	1826737;1826892	-;-	1309	54
Afu3g07640	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1929979;1930886;1931176	1930809;1931109;1934508	+;+;+	4388	81543
Afu4g07670	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1994442;1995430;1996033;1996214	1995309;1995969;1996149;1997939	+;+;+;+	3251	687
Afu3g08200	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2100561;2101226;2103278;2103844	2101179;2103218;2103786;2104440	-;-;-;-	3718	1973
Afu2g07480	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1916117;1918168;1918734	1918078;1918523;1918874	-;-;-	2459	717
Afu8g02520	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	671173;672708;672783	672653;672732;673073	-;-;-	1797	43
Afu3g03980	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1134609;1134805;1135695	1134750;1135641;1136404	+;+;+	1689	7
Afu6g08850	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2101762;2102031	2101945;2102788	+;+	942	1530
Afu7g08340	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1890381;1891535;1892025	1891462;1891923;1892347	-;-;-	1794	848
Afu3g01910	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	470751;471169;471285;471613;471916;472105;472413;472703	471113;471237;471564;471866;472053;472362;472654;473668	+;+;+;+;+;+;+;+	2570	31
Afu7g01400	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	361591;362816;363320;364426;365132	362767;363268;364370;365069;365758	-;-;-;-;-	3952	1086
Afu6g11300	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	2794999;2798893	2798819;2799566	-;-	4495	626
Afu4g04370	Chr4_A_fumigatus_Af293	1239513	1241402	-	1890	32
Afu4g04420	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1250626;1251041;1251156;1251921	1250985;1251103;1251864;1252578	-;-;-;-	1790	245
Afu1tQ(CUG)5	Chr1_A_fumigatus_Af293	2278997	2279068	-	72	0
Afu1g06380	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	1829881;1829969;1830261;1830423	1829890;1830178;1830355;1830747	+;+;+;+	640	202
Afu2g14190	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	3714508;3715315	3715258;3716524	+;+	1961	1056
Afu7g06790	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1650275;1650893;1651364;1651670;1651913	1650846;1651302;1651595;1651851;1652177	+;+;+;+;+	1661	20
Afu5g00510	Chr5_A_fumigatus_Af293	147684	149094	-	1411	9
Afu7g04860	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1138794;1139328	1139272;1140864	+;+	2016	557
Afu5g00100	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1474;2195;2599	2093;2492;2924	-;-;-	1244	0
Afu5g10980	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2812825;2814199;2814379	2814143;2814319;2814567	-;-;-	1629	37
Afu3g06460	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1595178;1595320;1595638;1595743	1595228;1595518;1595681;1596048	-;-;-;-	600	9210
Afu4g02850	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	798582;798895	798714;799100	+;+	339	53
Afu1g01920	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	568120;568709;568888;569012;569393;569550	568659;568825;568955;569340;569485;569945	+;+;+;+;+;+	1543	141
Afu4g04650	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	1305544;1306124;1306299	1306058;1306216;1308926	-;-;-	3236	2733
Afu5g00180	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	34623;35340;35624	35282;35553;35952	+;+;+	1203	0
Afu4g08280	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	2145072;2145193	2145078;2146545	-;-	1360	346
Afu6g00196	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	63453;63549;63892	63464;63743;63951	-;-;-	267	0
Afu2g03120	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	814736;816581;817078;817384	816509;817021;817302;817797	-;-;-;-	2854	18677
Afu1g13050	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3459890;3460489	3460424;3460751	-;-	798	3436
Afu1g13650	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3628543;3630586	3628691;3630748	+;+	312	7
Afu8g02460	Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293;Chr8_A_fumigatus_Af293	657431;658094;658571	657870;658517;659047	+;+;+	1341	162
Afu3g13200	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	3500989;3501910;3502186	3501847;3502121;3503705	+;+;+	2591	186
Afu1g12600	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	3326721;3327289;3327515	3327235;3327455;3329811	+;+;+	2979	56
Afu1g02960	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	844886;845009	844900;846627	-;-	1634	487
Afu6g13410	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3410327;3410451;3411942;3414198	3410397;3411739;3414015;3414441	-;-;-;-	3678	2640
Afu2g17900	Chr2_A_fumigatus_Af293	4757833	4758863	+	1031	483
Afu6g04070	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	915391;916546	916495;916721	+;+	1281	219
Afu7g02150	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	575249;576924	576860;577028	-;-	1717	14
Afu3g06430	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1585334;1586026;1586728	1585958;1586665;1588387	+;+;+	2925	364
Afu1g11380	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	2997361;2999016;2999569	2998953;2999515;3000449	-;-;-	2974	1042
Afu5g05680	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1322763;1322940;1323051	1322883;1322989;1324274	+;+;+	1395	4107
Afu5g08110	Chr5_A_fumigatus_Af293	2052898	2054577	-	1680	311
Afu3g08740	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	2236636;2237678	2237606;2238253	+;+	1547	723
Afu5g07260	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	1806911;1807389;1807956	1807335;1807892;1808313	-;-;-	1287	482
Afu8g07240	Chr8_A_fumigatus_Af293	1777608	1779734	-	2127	22
Afu4g07040	Chr4_A_fumigatus_Af293	1825983	1827407	+	1425	1082
Afu3g01030	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	240060;240783	240718;240954	-;-	831	81
Afu7g01890	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	507928;509736	509677;510481	-;-	2496	98
Afu1g15610	Chr1_A_fumigatus_Af293	4216387	4217931	-	1545	240
Afu1g16230	Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293;Chr1_A_fumigatus_Af293	4413480;4414609;4414736;4415154	4414558;4414677;4415089;4415244	-;-;-;-	1593	349
Afu3g01240	Chr3_A_fumigatus_Af293	303990	304430	-	441	68
Afu4g01080	Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293;Chr4_A_fumigatus_Af293	293131;293839;294905	293782;294771;295041	-;-;-	1722	4
Afu2g03980	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	1081853;1082057;1082636;1082914	1081993;1082585;1082861;1083935	+;+;+;+	1918	56
Afu1g05600	Chr1_A_fumigatus_Af293	1608129	1608332	+	204	23
Afu5g02950	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	786805;788943;789259;789473	788418;789200;789415;790619	+;+;+;+	3176	654
Afu5g09300	Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293;Chr5_A_fumigatus_Af293	2393366;2393738;2393890;2394302;2394584	2393666;2393820;2394244;2394530;2395920	+;+;+;+;+	2305	1081
Afu3g07850	Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293;Chr3_A_fumigatus_Af293	1976708;1979135;1979454	1979078;1979404;1979572	+;+;+	2760	448
Afu2g15520	Chr2_A_fumigatus_Af293;Chr2_A_fumigatus_Af293	4091803;4093380	4093314;4094480	-;-	2613	262
Afu6g12820	Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293;Chr6_A_fumigatus_Af293	3232650;3232737;3233144;3233595;3233848;3234198;3234620;3234978	3232678;3233084;3233525;3233790;3233963;3234502;3234699;3235395	-;-;-;-;-;-;-;-	1874	1438
Afu6g08940	Chr6_A_fumigatus_Af293	2127243	2127596	+	354	648
Afu7g01560	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	408379;409033;409202;409335;409640;409717;409965	408985;409146;409287;409586;409668;409912;410282	+;+;+;+;+;+;+	1602	12
Afu7g06350	Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293;Chr7_A_fumigatus_Af293	1555480;1556024;1557559	1555970;1557496;1557891	-;-;-	2297	1520
